CustomerID,AnnualIncome,Industry
1374,68700,Property
1375,53000,Information Technology
1376,42000,Food and Beverages
1377,53600,Manufacturing
1378,245700,Transport
1379,36850,Food and Beverages
1380,98000,Property
1381,101011,Investment
1382,79850,Design
1383,80600,Banking and Finance
1384,32601,Food and Beverages
1385,52000,Communications
1386,88320,Design
1387,58000,Property
1388,65900,Information Technology
1389,75000,Education
1390,73400,Transport
1391,75690,Diversified
1392,51000,Property
1393,57000,Property
1394,67590,Investment
1395,49500,Food and Beverages
1396,73440,Diversified
1397,42240,Retail
1398,53000,Communications
1399,68000,Transport
1400,60000,Security
1401,73000,HealthCare
1402,73000,Transport
1403,68000,HealthCare
1404,79000,Property
1405,33460,Diversified
1406,50500,Security
1407,54000,Manufacturing
1408,88000,Accounting
1409,48000,Information Technology
1410,33491,Retail
1411,74000,Education
1412,58000,Communications
1413,48100,Property
1414,53600,Security
1415,79000,Transport
1416,149100,Communications
1417,75000,Manufacturing
1418,58000,HealthCare
1419,58000,Information Technology
1420,149600,Security
1421,75000,Marine
1422,41000,Communications
1423,79000,Accounting
1424,64000,Diversified
1425,73500,Food and Beverages
1426,51000,Communications
1427,26900,HealthCare
1428,39621,Retail
1429,73000,Transport
1430,35620,Food and Beverages
1431,76530,Electronics
1432,50700,Diversified
1433,56300,Transport
1434,60200,Media
1435,46000,Security
1436,58000,Manufacturing
1437,56000,Diversified
1438,55000,Banking and Finance
1439,40000,Information Technology
1440,246000,HealthCare
1441,104000,Food and Beverages
1442,223000,Media
1443,43000,Investment
1444,75000,Communications
1445,149640,Accounting
1446,75000,Data Storage
1447,56000,Transport
1448,43565,Transport
1449,80500,Transport
1450,89000,Banking and Finance
1451,96000,Property
1452,56000,Government
1453,46000,Transport
1454,68542,Investment
1455,81000,Security
1456,56960,Security
1457,43800,Retail
1458,36900,Retail
1459,48000,Diversified
1460,136300,Design
1461,82720,Entertainment
1462,80000,Food and Beverages
1463,36720,Food and Beverages
1464,49000,Electronics
1465,279000,Transport
1466,56000,Information Technology
1467,82760,Information Technology
1468,50201,Marine
1469,45000,Property
1470,69000,Property
1471,79000,Property
1472,42320,Food and Beverages
1473,139600,Investment
1474,63000,Investment
1475,57920,Media
1476,49680,Diversified
1477,30575,Manufacturing
1478,45000,Entertainment
1479,31000,Transport
1480,73000,Government
1481,46000,Entertainment
1482,51000,Transport
1483,33045,Food and Beverages
1484,48000,Food and Beverages
1485,54000,Data Storage
1486,96000,Communications
1487,39000,Diversified
1488,40560,Diversified
1489,55960,Marine
1490,107040,Banking and Finance
1491,95000,HealthCare
1492,88400,HealthCare
1493,71000,Accounting
1494,50000,Manufacturing
1495,42360,Property
1496,246440,Transport
1497,52000,Investment
1498,53000,Marine
1499,50000,Accounting
1500,56800,Government
1501,44890,Property
1502,83000,Property
1503,56895,HealthCare
1504,76000,Property
1505,47000,Electronics
1506,50000,Government
1507,49680,Information Technology
1508,51500,Electronics
1509,201500,Transport
1510,49000,Manufacturing
1511,50000,Banking and Finance
1512,30297,Transport
1513,47900,HealthCare
1514,59000,Food and Beverages
1515,50000,Transport
1516,192000,Manufacturing
1517,83800,Banking and Finance
1518,74500,Property
1519,221000,Property
1520,43000,Security
1521,44100,Security
1522,59600,Communications
1523,38690,HealthCare
1524,93000,Transport
1525,149700,Property
1526,79000,Property
1527,77000,Marine
1528,75000,Transport
1529,45000,Property
1530,209320,Investment
1531,35000,Media
1532,41040,Entertainment
1533,53000,Accounting
1534,31214,Media
1535,208000,Investment
1536,55000,Communications
1537,53040,Service
1538,51000,Banking and Finance
1539,51000,Security
1540,59000,Information Technology
1541,90000,Logistics
1542,178000,Manufacturing
1543,159630,Transport
1544,57000,Property
1545,74000,Information Technology
1546,64000,Manufacturing
1547,100000,Transport
1548,78000,Information Technology
1549,43580,Electronics
1550,49500,Banking and Finance
1551,50000,HealthCare
1552,247000,Security
1553,59000,Information Technology
1554,96100,Communications
1555,41260,Electronics
1556,55000,Property
1557,49500,Retail
1558,48000,HealthCare
1559,53800,Manufacturing
1560,67000,Government
1561,69000,Information Technology
1562,44000,Property
1563,35000,Energy and Utility
1564,68000,Agribusiness
1565,58100,Investment
1566,52000,Manufacturing
1567,33053,Transport
1568,57800,Transport
1569,53000,Communications
1570,46000,Communications
1571,78500,Transport
1572,84000,Investment
1573,55000,Energy and Utility
1574,52000,Investment
1575,247000,Security
1576,103200,Transport
1577,49000,Information Technology
1578,81000,Security
1579,56890,Security
1580,80000,Property
1581,69000,Transport
1582,73000,Marine
1583,59000,Property
1584,57000,Investment
1585,55000,Communications
1586,40000,Retail
1587,50000,Transport
1588,150000,Communications
1589,59000,Transport
1590,60000,HealthCare
1591,80000,Transport
1592,57500,Transport
1593,80400,Information Technology
1594,41000,Information Technology
1595,82000,HealthCare
1596,85000,Transport
1597,42000,Information Technology
1598,82900,Electronics
1599,136900,Energy and Utility
1600,33000,Transport
1601,78000,Investment
1602,56800,Property
1603,51000,Manufacturing
1604,54000,HealthCare
1605,46000,Property
1606,90120,Consulting
1607,43000,Investment
1608,32618,HealthCare
1609,31950,Manufacturing
1610,52000,Transport
1611,49000,Diversified
1612,51000,Transport
1613,52000,Manufacturing
1614,52000,Banking and Finance
1615,45000,Property
1616,47000,Transport
1617,45000,Government
1618,150000,Communications
1619,247280,Manufacturing
1620,42720,Education
1621,150000,Diversified
1622,56360,Food and Beverages
1623,78000,Security
1624,50000,Banking and Finance
1625,52000,HealthCare
1626,58000,Retail
1627,63000,Government
1628,83240,Transport
1629,71000,Government
1630,51000,Communications
1631,46000,Investment
1632,73100,Manufacturing
1633,248000,Manufacturing
1634,80600,Communications
1635,80000,Information Technology
1636,62590,Diversified
1637,107100,Transport
1638,33812,Food and Beverages
1639,47980,HealthCare
1640,132000,Transport
1641,89000,Transport
1642,56800,Government
1643,104000,Property
1644,50000,Manufacturing
1645,73600,Property
1646,78500,Information Technology
1647,73600,Energy and Utility
1648,54000,HealthCare
1649,53000,Communications
1650,78000,Communications
1651,73000,Manufacturing
1652,79160,Transport
1653,65960,Manufacturing
1654,185000,Electronics
1655,59000,Banking and Finance
1656,56000,Communications
1657,75000,HealthCare
1658,79000,Transport
1659,73100,Media
1660,52000,Accounting
1661,60000,Food and Beverages
1662,38000,Food and Beverages
1663,50300,Banking and Finance
1664,76000,Transport
1665,50000,Food and Beverages
1666,150000,Diversified
1667,81900,Information Technology
1668,56360,Energy and Utility
1669,56400,Manufacturing
1670,111946,Banking and Finance
1671,55000,Information Technology
1672,62000,HealthCare
1673,90000,Manufacturing
1674,75000,Transport
1675,52000,Marine
1676,96360,Banking and Finance
1677,51000,Manufacturing
1678,78000,Property
1679,60000,Electronics
1680,43000,Food and Beverages
1681,96000,Energy and Utility
1682,69000,Diversified
1683,78000,Transport
1684,74000,Transport
1685,52300,Education
1686,39650,Food and Beverages
1687,43265,Service
1688,201200,Transport
1689,52080,Banking and Finance
1690,64359,Agribusiness
1691,75000,Property
1692,43000,Manufacturing
1693,77000,HealthCare
1694,46890,Service
1695,54000,Property
1696,48500,Property
1697,123500,HealthCare
1698,45000,Communications
1699,45000,Energy and Utility
1700,51010,Information Technology
1701,78600,Design
1702,52000,Retail
1703,74236,Investment
1704,100000,Information Technology
1705,49000,Property
1706,45000,Retail
1707,56800,Manufacturing
1708,52000,Government
1709,49850,Manufacturing
1710,43200,Food and Beverages
1711,43000,Communications
1712,58962,Retail
1713,54000,Agribusiness
1714,96000,Media
1715,81000,Security
1716,47000,Security
1717,150000,Diversified
1718,65230,Transport
1719,46000,Food and Beverages
1720,39680,Investment
1721,78000,Transport
1722,81000,Property
1723,83320,Logistics
1724,54000,Agribusiness
1725,78000,Diversified
1726,53000,Manufacturing
1727,135000,Transport
1728,249440,Consulting
1729,75000,Logistics
1730,104100,Transport
1731,48500,Manufacturing
1732,73640,Information Technology
1733,107200,Consulting
1734,48000,Food and Beverages
1735,45600,HealthCare
1736,60000,Banking and Finance
1737,33000,Food and Beverages
1738,135000,Design
1739,201280,Manufacturing
1740,60000,Manufacturing
1741,60000,Manufacturing
1742,42000,Information Technology
1743,52160,Transport
1744,80600,Manufacturing
1745,56800,Property
1746,58000,Media
1747,46080,Food and Beverages
1748,42000,Information Technology
1749,45800,Design
1750,51000,Security
1751,41280,Transport
1752,53040,Transport
1753,150000,Energy and Utility
1754,56400,Information Technology
1755,57040,Information Technology
1756,73000,Property
1757,47520,Transport
1758,46080,Information Technology
1759,78000,HealthCare
1760,42000,Food and Beverages
1761,90000,Investment
1762,76000,Transport
1763,81000,Accounting
1764,42000,Security
1765,50000,Diversified
1766,81000,Retail
1767,105000,Logistics
1768,85000,Investment
1769,129500,Manufacturing
1770,75000,HealthCare
1771,51000,Communications
1772,50000,Communications
1773,61000,Banking and Finance
1774,47600,Transport
1775,53000,Manufacturing
1776,63000,HealthCare
1777,47000,Manufacturing
1778,49000,Banking and Finance
1779,53680,Transport
1780,44560,Transport
1781,59000,Retail
1782,42000,Investment
1783,42000,Design
1784,73000,Transport
1785,59632,Manufacturing
1786,48000,Investment
1787,59800,Communications
1788,59280,Information Technology
1789,53000,Energy and Utility
1790,81000,HealthCare
1791,42000,Banking and Finance
1792,249600,Communications
1793,46100,Investment
1794,43000,Property
1795,50000,Retail
1796,83000,Investment
1797,67000,Communications
1798,54000,Retail
1799,65000,Information Technology
1800,78000,Property
1801,42000,Manufacturing
1802,103200,Consulting
1803,50640,Information Technology
1804,53000,Electronics
1805,51000,Transport
1806,81320,Transport
1807,58100,Investment
1808,199000,Investment
1809,73800,HealthCare
1810,97000,Investment
1811,58000,Information Technology
1812,43440,Manufacturing
1813,104600,Property
1814,52320,Communications
1815,56000,HealthCare
1816,48120,Information Technology
1817,60000,Consulting
1818,52000,Transport
1819,80600,Manufacturing
1820,77000,Investment
1821,56440,Information Technology
1822,68000,Transport
1823,35000,Food and Beverages
1824,47000,HealthCare
1825,250000,Electronics
1826,32666,Banking and Finance
1827,55000,Communications
1828,57000,Property
1829,55000,Manufacturing
1830,31899,Communications
1831,102300,HealthCare
1832,44000,Security
1833,45000,Diversified
1834,81000,Transport
1835,58000,Agribusiness
1836,59000,Information Technology
1837,139700,Communications
1838,69100,Energy and Utility
1839,73000,Media
1840,49600,Communications
1841,30596,Manufacturing
1842,50000,Security
1843,31200,Hospitality
1844,52000,Manufacturing
1845,28656,Accounting
1846,58000,Marine
1847,47600,Security
1848,53000,Manufacturing
1849,29600,Communications
1850,54000,Government
1851,48000,Design
1852,35000,Logistics
1853,55000,Manufacturing
1854,53000,Electronics
1855,79000,Transport
1856,79500,HealthCare
1857,50960,HealthCare
1858,48600,Data Storage
1859,43000,Security
1860,56520,Information Technology
1861,73590,Transport
1862,83000,Property
1863,73000,Manufacturing
1864,105000,Energy and Utility
1865,35800,Manufacturing
1866,79560,Entertainment
1867,69880,Service
1868,48000,Diversified
1869,78000,Transport
1870,75000,Communications
1871,81000,Transport
1872,107600,Security
1873,92000,Electronics
1874,58000,Information Technology
1875,52100,Media
1876,76000,Accounting
1877,199000,Information Technology
1878,41400,HealthCare
1879,52000,Communications
1880,52300,HealthCare
1881,212000,Electronics
1882,83000,Marine
1883,52000,Investment
1884,58800,Retail
1885,74080,Manufacturing
1886,72000,Energy and Utility
1887,79000,Investment
1888,78000,Transport
1889,42000,Transport
1890,51000,Education
1891,42000,Education
1892,75923,Transport
1893,41000,Retail
1894,55000,Information Technology
1895,47040,Security
1896,43500,Diversified
1897,81900,Transport
1898,42000,Investment
1899,52000,Transport
1900,73920,Information Technology
1901,59680,Transport
1902,50000,Communications
1903,104400,HealthCare
1904,123749,Manufacturing
1905,150000,Property
1906,82900,Property
1907,78000,Communications
1908,42000,Communications
1909,52000,Design
1910,150000,Manufacturing
1911,201000,Transport
1912,42480,Energy and Utility
1913,42000,Investment
1914,32496,Media
1915,42000,Transport
1916,52300,Retail
1917,46100,Food and Beverages
1918,217000,Investment
1919,89000,Manufacturing
1920,33641,Agribusiness
1921,75000,Communications
1922,42000,Information Technology
1923,42100,Manufacturing
1924,73000,Media
1925,139600,Transport
1926,37200,Logistics
1927,75000,Banking and Finance
1928,75000,Marine
1929,84000,Investment
1930,67000,Transport
1931,77000,Transport
1932,60000,Property
1933,73200,Transport
1934,39880,Transport
1935,58100,Government
1936,33000,Diversified
1937,78000,Property
1938,70000,Information Technology
1939,49600,Diversified
1940,250000,Manufacturing
1941,57900,Retail
1942,130000,Transport
1943,47100,Transport
1944,63000,Government
1945,63000,Communications
1946,178500,Energy and Utility
1947,78000,Marine
1948,97000,Investment
1949,150000,Data Storage
1950,201600,Accounting
1951,54000,Diversified
1952,42000,Design
1953,59000,Investment
1954,79800,Food and Beverages
1955,42400,Education
1956,57000,Marine
1957,295000,Transport
1958,50000,Security
1959,40000,Retail
1960,51720,HealthCare
1961,50000,Banking and Finance
1962,123000,Transport
1963,59000,Retail
1964,59630,HealthCare
1965,45000,Communications
1966,41280,Investment
1967,50000,Security
1968,52680,Investment
1969,56440,Security
1970,48000,HealthCare
1971,98000,Security
1972,55000,HealthCare
1973,107880,Media
1974,202000,Banking and Finance
1975,54000,Manufacturing
1976,59000,Communications
1977,80000,Transport
1978,159000,Diversified
1979,50100,Communications
1980,52000,HealthCare
1981,44100,Security
1982,78120,Security
1983,52000,Manufacturing
1984,73240,Manufacturing
1985,53000,Diversified
1986,69500,Communications
1987,76000,Transport
1988,50000,Banking and Finance
1989,196600,Investment
1990,197000,Logistics
1991,90000,Banking and Finance
1992,78000,Investment
1993,60000,HealthCare
1994,52000,HealthCare
1995,48520,Communications
1996,50700,Communications
1997,31106,Security
1998,51000,Banking and Finance
1999,51400,HealthCare
2000,197000,Transport
2001,250000,Transport
2002,47100,Transport
2003,48900,Information Technology
2004,250000,HealthCare
2005,82000,Property
2006,73240,Transport
2007,81000,Property
2008,47200,Security
2009,57000,Banking and Finance
2010,55000,Retail
2011,150100,Security
2012,250000,HealthCare
2013,50000,Communications
2014,49000,Manufacturing
2015,58000,Marine
2016,58960,Investment
2017,74000,Transport
2018,49000,Manufacturing
2019,75000,Communications
2020,41520,Diversified
2021,97000,Energy and Utility
2022,48000,Manufacturing
2023,97000,Education
2024,57000,Transport
2025,52000,HealthCare
2026,198960,Energy and Utility
2027,53120,Information Technology
2028,57000,HealthCare
2029,73000,Investment
2030,51720,Government
2031,81000,Transport
2032,52000,Retail
2033,54000,Accounting
2034,42000,Diversified
2035,32154,Food and Beverages
2036,50000,Communications
2037,50000,Security
2038,142600,Property
2039,51000,HealthCare
2040,60000,Communications
2041,79000,Property
2042,73360,Property
2043,56440,Retail
2044,59100,Energy and Utility
2045,108000,Property
2046,48560,Energy and Utility
2047,150750,Diversified
2048,225500,Investment
2049,99600,Transport
2050,48000,Property
2051,81000,Government
2052,33681,Retail
2053,48000,HealthCare
2054,136800,Investment
2055,60000,Manufacturing
2056,80000,Property
2057,54000,Property
2058,79000,Investment
2059,137000,Energy and Utility
2060,84240,Accounting
2061,49000,Government
2062,81000,Energy and Utility
2063,51000,Communications
2064,46100,Transport
2065,73400,Communications
2066,79000,Transport
2067,42000,Education
2068,151000,Manufacturing
2069,55000,Retail
2070,80600,Media
2071,52000,Manufacturing
2072,81000,Transport
2073,48120,Government
2074,80000,Information Technology
2075,76000,Manufacturing
2076,74000,Property
2077,201000,HealthCare
2078,51000,Investment
2079,198200,Manufacturing
2080,54000,Manufacturing
2081,108240,Consulting
2082,84400,Electronics
2083,52000,Diversified
2084,39000,HealthCare
2085,49000,Logistics
2086,75000,Manufacturing
2087,33065,Manufacturing
2088,52000,HealthCare
2089,33683,Government
2090,48000,Property
2091,108300,Electronics
2092,46200,Communications
2093,49000,Property
2094,48000,Transport
2095,50000,Manufacturing
2096,60000,Communications
2097,50100,Communications
2098,45200,Design
2099,39000,Manufacturing
2100,51000,Information Technology
2101,48900,Property
2102,48900,Transport
2103,75000,Transport
2104,151000,Energy and Utility
2105,79000,HealthCare
2106,97000,Design
2107,201400,Transport
2108,48120,Banking and Finance
2109,50000,Manufacturing
2110,42000,Security
2111,73500,Diversified
2112,42000,Security
2113,43000,Energy and Utility
2114,41600,HealthCare
2115,80600,Design
2116,73000,Security
2117,51000,Retail
2118,49000,Investment
2119,57000,Communications
2120,204400,Design
2121,221500,Property
2122,42000,Communications
2123,30599,Manufacturing
2124,81000,Communications
2125,50000,Security
2126,52000,Banking and Finance
2127,77000,Transport
2128,78200,Transport
2129,73000,Media
2130,60000,Property
2131,44100,Banking and Finance
2132,48000,Communications
2133,47000,Security
2134,46240,Manufacturing
2135,49000,Education
2136,78010,Food and Beverages
2137,104400,Transport
2138,54284,Transport
2139,83000,Communications
2140,32156,Food and Beverages
2141,33693,Government
2142,52100,Manufacturing
2143,42000,Transport
2144,47000,Communications
2145,47000,Security
2146,33747,Transport
2147,52000,Electronics
2148,60000,Transport
2149,250100,Communications
2150,48000,Investment
2151,75000,Investment
2152,74000,Accounting
2153,55000,Retail
2154,54000,Government
2155,80200,Transport
2156,224500,Communications
2157,108480,Diversified
2158,42000,Energy and Utility
2159,73500,Transport
2160,73040,Transport
2161,45600,HealthCare
2162,57000,Electronics
2163,77000,Investment
2164,59000,Communications
2165,41680,HealthCare
2166,60000,Communications
2167,41920,Retail
2168,42000,Food and Beverages
2169,47000,Transport
2170,46360,Design
2171,74000,Transport
2172,76000,Transport
2173,74000,Property
2174,74120,Retail
2175,151000,Design
2176,55040,Diversified
2177,222000,Data Storage
2178,50000,Education
2179,60000,Property
2180,44100,Banking and Finance
2181,103200,Education
2182,60010,Information Technology
2183,54000,Communications
2184,82000,Investment
2185,77800,Communications
2186,51000,Information Technology
2187,77500,Transport
2188,51500,Manufacturing
2189,108720,Banking and Finance
2190,46360,Accounting
2191,75010,Transport
2192,198000,Information Technology
2193,49000,Retail
2194,77000,Property
2195,76040,Marine
2196,88800,Information Technology
2197,55100,Retail
2198,55100,Security
2199,51000,Security
2200,54000,Electronics
2201,83000,Information Technology
2202,250900,Food and Beverages
2203,80000,Banking and Finance
2204,73500,Transport
2205,42000,Transport
2206,42000,Security
2207,59000,Communications
2208,91000,Accounting
2209,54000,HealthCare
2210,74000,Transport
2211,74000,Property
2212,42000,Transport
2213,54000,Communications
2214,83000,Transport
2215,237000,Media
2216,30301,Electronics
2217,53000,Retail
2218,84400,Design
2219,108720,Banking and Finance
2220,48000,Information Technology
2221,74000,Transport
2222,76100,Property
2223,91000,Information Technology
2224,44600,Security
2225,80600,Property
2226,202000,Diversified
2227,59100,Transport
2228,80640,Transport
2229,78000,Transport
2230,80880,Transport
2231,95000,Electronics
2232,251240,Food and Beverages
2233,58100,Property
2234,46400,HealthCare
2235,44160,Diversified
2236,83000,Property
2237,199000,Investment
2238,49560,Food and Beverages
2239,48600,Banking and Finance
2240,48680,Diversified
2241,60010,Information Technology
2242,52000,Diversified
2243,81640,Transport
2244,239000,HealthCare
2245,74120,Electronics
2246,195040,Media
2247,198200,Retail
2248,109000,Consulting
2249,74000,Government
2250,52000,Property
2251,84800,Diversified
2252,201480,Service
2253,47500,Data Storage
2254,51800,Security
2255,83000,Investment
2256,74000,Security
2257,80200,Transport
2258,46800,Design
2259,51000,Marine
2260,82000,Property
2261,79000,Transport
2262,60000,Communications
2263,57000,HealthCare
2264,205300,Manufacturing
2265,80000,Investment
2266,109000,Marine
2267,73000,Transport
2268,205000,Consulting
2269,59000,Retail
2270,83000,Property
2271,169000,Investment
2272,109000,Media
2273,49000,Entertainment
2274,89000,Banking and Finance
2275,73000,Investment
2276,29630,Manufacturing
2277,46000,Communications
2278,82000,Transport
2279,85000,Investment
2280,45640,Transport
2281,50000,Information Technology
2282,79500,HealthCare
2283,50000,Diversified
2284,48000,Retail
2285,50000,Communications
2286,201500,Retail
2287,109000,Design
2288,152000,Diversified
2289,47000,Security
2290,42000,HealthCare
2291,51500,Electronics
2292,52000,Investment
2293,60000,Entertainment
2294,53000,HealthCare
2295,52000,Design
2296,201000,Information Technology
2297,44160,Information Technology
2298,42000,Transport
2299,77000,Property
2300,82000,Information Technology
2301,78000,Investment
2302,51000,Property
2303,97100,Banking and Finance
2304,37320,Food and Beverages
2305,88800,Food and Beverages
2306,48960,Information Technology
2307,98000,Communications
2308,80500,Manufacturing
2309,40000,Property
2310,69000,Investment
2311,178000,HealthCare
2312,48000,Property
2313,44000,Entertainment
2314,42000,Information Technology
2315,43000,Marine
2316,55900,Manufacturing
2317,51000,Property
2318,48000,Data Storage
2319,152000,Transport
2320,59600,Communications
2321,72000,Retail
2322,73600,Electronics
2323,51000,Security
2324,52720,Communications
2325,265200,Transport
2326,78000,Design
2327,77000,Consulting
2328,80000,Transport
2329,52000,Transport
2330,74000,Property
2331,37502,Food and Beverages
2332,48000,Manufacturing
2333,77000,Information Technology
2334,48000,Accounting
2335,56000,Information Technology
2336,81300,Property
2337,59800,Transport
2338,65000,Manufacturing
2339,67850,Diversified
2340,143200,Security
2341,43680,Manufacturing
2342,48000,Transport
2343,78000,Design
2344,83000,Property
2345,70000,Information Technology
2346,52000,Property
2347,71000,Property
2348,73450,Design
2349,52720,Security
2350,83000,Property
2351,76000,Information Technology
2352,152000,Electronics
2353,42000,Communications
2354,104400,Marine
2355,56000,Transport
2356,97200,Property
2357,49000,Property
2358,89000,Investment
2359,152000,Education
2360,77000,Property
2361,79160,Property
2362,79532,Manufacturing
2363,70000,Communications
2364,60000,Communications
2365,48000,Electronics
2366,42000,Security
2367,197000,Communications
2368,54000,Communications
2369,60000,Hospitality
2370,252000,Electronics
2371,46400,Marine
2372,83000,Property
2373,76000,Logistics
2374,73560,Diversified
2375,202000,Investment
2376,59000,Transport
2377,57280,Transport
2378,75000,Accounting
2379,33072,Food and Beverages
2380,55120,Manufacturing
2381,50100,Government
2382,49000,Communications
2383,59280,Information Technology
2384,82000,Investment
2385,217500,Manufacturing
2386,73000,Manufacturing
2387,30602,Banking and Finance
2388,59000,Property
2389,97320,Media
2390,109000,Design
2391,205200,Government
2392,76000,Transport
2393,75100,Transport
2394,66000,Communications
2395,45720,Information Technology
2396,30602,Retail
2397,50000,Energy and Utility
2398,83500,Banking and Finance
2399,49000,Retail
2400,43500,Transport
2401,58160,Property
2402,39800,Manufacturing
2403,56900,Transport
2404,188000,HealthCare
2405,52300,HealthCare
2406,75000,Transport
2407,73000,Property
2408,55120,Electronics
2409,47000,Transport
2410,48000,Communications
2411,42000,Entertainment
2412,49160,HealthCare
2413,50000,Agribusiness
2414,137010,Transport
2415,42000,Banking and Finance
2416,188000,Manufacturing
2417,109240,Transport
2418,56000,Manufacturing
2419,76000,Retail
2420,75000,Information Technology
2421,52000,Manufacturing
2422,58000,HealthCare
2423,44160,HealthCare
2424,54000,Communications
2425,69500,Manufacturing
2426,68590,Transport
2427,80200,Transport
2428,48920,Transport
2429,46480,Manufacturing
2430,42000,Retail
2431,80000,Transport
2432,63100,Information Technology
2433,198500,Banking and Finance
2434,30000,Security
2435,72350,Property
2436,98000,Investment
2437,73000,Manufacturing
2438,49500,Property
2439,56820,Electronics
2440,137010,Transport
2441,78200,Agribusiness
2442,53120,Banking and Finance
2443,32860,Security
2444,43000,Communications
2445,32865,Manufacturing
2446,30627,Manufacturing
2447,157740,Banking and Finance
2448,54000,Manufacturing
2449,33789,Transport
2450,79405,Transport
2451,46500,Transport
2452,49000,Transport
2453,137100,Design
2454,57000,Retail
2455,90500,Property
2456,54600,HealthCare
2457,33796,Retail
2458,45000,Data Storage
2459,79560,Manufacturing
2460,33809,HealthCare
2461,79840,Communications
2462,42000,Security
2463,80200,Transport
2464,90200,Service
2465,252000,Property
2466,69000,Communications
2467,53500,Information Technology
2468,55000,Information Technology
2469,74550,Transport
2470,64000,Investment
2471,45000,Diversified
2472,79000,Transport
2473,46500,Information Technology
2474,35000,Communications
2475,45000,Information Technology
2476,83000,Education
2477,33815,Food and Beverages
2478,73640,Communications
2479,56900,Energy and Utility
2480,38000,Security
2481,45200,Retail
2482,75280,Design
2483,39160,Information Technology
2484,48400,Security
2485,68000,Information Technology
2486,58000,Security
2487,79605,Manufacturing
2488,49040,Security
2489,69500,Transport
2490,75400,Manufacturing
2491,44160,Information Technology
2492,59400,Transport
2493,55200,Consulting
2494,44200,Transport
2495,52500,Property
2496,81500,Transport
2497,49000,Energy and Utility
2498,137200,Design
2499,109500,Media
2500,79000,Property
2501,83000,Transport
2502,54000,Property
2503,64000,Manufacturing
2504,77000,Logistics
2505,80960,Transport
2506,60020,Banking and Finance
2507,48000,Investment
2508,109600,Communications
2509,54800,Property
2510,50000,Government
2511,73000,Information Technology
2512,152000,Diversified
2513,59650,Property
2514,52000,Electronics
2515,45720,Accounting
2516,59000,Information Technology
2517,82000,Information Technology
2518,225000,Manufacturing
2519,53880,Diversified
2520,83400,Transport
2521,45000,Diversified
2522,137200,Property
2523,65030,Information Technology
2524,67000,Manufacturing
2525,53500,Manufacturing
2526,55000,Information Technology
2527,78600,Property
2528,97320,Transport
2529,33832,Transport
2530,96800,Transport
2531,51000,Marine
2532,59000,Electronics
2533,52000,Government
2534,26596,Food and Beverages
2535,105000,Banking and Finance
2536,72000,Logistics
2537,153120,Banking and Finance
2538,42000,HealthCare
2539,51000,HealthCare
2540,61000,Investment
2541,78000,Property
2542,52380,Diversified
2543,79000,Transport
2544,72000,Information Technology
2545,82000,Government
2546,66000,Marine
2547,49000,Transport
2548,53200,Transport
2549,55200,Security
2550,79000,Food and Beverages
2551,43500,Diversified
2552,153200,Security
2553,54000,Diversified
2554,28000,Transport
2555,60080,Manufacturing
2556,78000,Transport
2557,75000,Transport
2558,65000,Transport
2559,76000,Transport
2560,55200,Information Technology
2561,36500,Manufacturing
2562,198000,Manufacturing
2563,197000,Communications
2564,67000,Communications
2565,75000,HealthCare
2566,85240,Consulting
2567,42000,Food and Beverages
2568,39670,Food and Beverages
2569,58000,HealthCare
2570,69000,Transport
2571,198100,HealthCare
2572,201000,Communications
2573,30632,Retail
2574,74200,Transport
2575,48720,Electronics
2576,45760,Property
2577,56500,Information Technology
2578,32692,Manufacturing
2579,73760,Communications
2580,59100,Manufacturing
2581,97700,Food and Beverages
2582,43000,Transport
2583,81000,Transport
2584,90000,Banking and Finance
2585,143000,Design
2586,80200,Transport
2587,53000,Information Technology
2588,154000,Electronics
2589,59000,Investment
2590,30311,Transport
2591,48000,Transport
2592,73000,Information Technology
2593,54000,Manufacturing
2594,55240,Communications
2595,31919,Diversified
2596,73000,Transport
2597,76760,Banking and Finance
2598,48000,Banking and Finance
2599,60100,Food and Beverages
2600,46500,Transport
2601,42500,Manufacturing
2602,60000,HealthCare
2603,42000,Transport
2604,52100,Property
2605,78010,Food and Beverages
2606,32234,Transport
2607,78240,Electronics
2608,195000,Manufacturing
2609,89000,Banking and Finance
2610,240000,Security
2611,59120,Energy and Utility
2612,154720,Communications
2613,42000,Property
2614,74240,Communications
2615,49000,Retail
2616,79000,Transport
2617,42000,Security
2618,60000,Information Technology
2619,241500,Education
2620,77040,Communications
2621,27013,Media
2622,48000,Communications
2623,51000,Government
2624,57000,Information Technology
2625,81000,Security
2626,54000,Communications
2627,74160,Media
2628,48720,Education
2629,57000,Security
2630,31386,Banking and Finance
2631,77000,Design
2632,81000,Energy and Utility
2633,252000,Communications
2634,49040,Accounting
2635,51000,Transport
2636,205500,Investment
2637,42800,Manufacturing
2638,54000,Communications
2639,80000,Property
2640,31396,Banking and Finance
2641,69500,Service
2642,59000,Communications
2643,197560,Logistics
2644,77160,Information Technology
2645,85600,Accounting
2646,252000,Transport
2647,241880,Accounting
2648,73000,Marine
2649,56800,Information Technology
2650,242000,HealthCare
2651,51900,Government
2652,47000,Design
2653,73800,HealthCare
2654,76040,Consulting
2655,43500,Information Technology
2656,31323,Electronics
2657,46500,Logistics
2658,42000,Food and Beverages
2659,78000,Manufacturing
