CustomerID,AnnualIncome,Industry,CustomerID-1,Nationality,SASNationality,EducationLevel,Gender,BirthDate,MaritalStatus,NoOfDependents,ResidentialType,PostalCode
1436,58000,Manufacturing,1436,MY,PR,Post Secondary,F,6/26/1934,Married,2,HDB3,600004
1437,56000,Diversified,1437,MY,PR,Diploma,F,2/21/1950,Single,0,PC,669583
1438,55000,Banking and Finance,1438,SG,SG,Secondary,F,7/4/1967,Single,0,HDB4,400311
1439,40000,Information Technology,1439,SG,SG,Below Secondary,M,11/3/1985,Single,0,HDB4,523856
1440,246000,HealthCare,1440,PH,PR,University,F,6/17/1954,Divorced,0,HDB3,570173
1441,104000,Food and Beverages,1441,CN,PR,University,M,9/16/1965,Married,0,HDB4,653288
1442,223000,Media,1442,SG,SG,University,F,3/14/1948,Single,0,HDB4,600330
1443,43000,Investment,1443,IN,PR,Secondary,F,7/24/1986,Single,0,HDB3,730409
1444,75000,Communications,1444,SG,SG,University,F,1/23/1986,Single,0,HDB4,680564
1445,149640,Accounting,1445,ID,PR,University,M,12/28/1959,Married,1,PC,669590
1446,75000,Data Storage,1446,SG,SG,Below Secondary,F,4/14/1949,Widowed,0,HDB4,550327
1447,56000,Transport,1447,SG,SG,Diploma,F,6/4/1989,Married,0,HDB4,508470
1448,43565,Transport,1448,SG,SG,Below Secondary,F,12/13/1969,Single,0,HDB4,570163
1449,80500,Transport,1449,AU,PR,Below Secondary,F,10/12/1959,Single,0,HDB4,824176
1450,89000,Banking and Finance,1450,SG,SG,University,F,6/4/1949,Widowed,0,HDB4,821635
1451,96000,Property,1451,SG,SG,University,F,7/10/1970,Single,0,HDB4,540101
1452,56000,Government,1452,SG,SG,University,F,2/27/1984,Single,0,HDB5,550413
1453,46000,Transport,1453,SG,SG,Below Secondary,M,5/24/1974,Single,0,HDB4,560573
1454,68542,Investment,1454,HK,PR,University,F,6/15/1949,Widowed,0,HDB5,560450
1455,81000,Security,1455,MY,PR,University,F,11/22/1983,Single,0,HDB3,560107
1456,56960,Security,1456,ID,PR,Secondary,M,2/11/1977,Single,0,HDB4,760423
1457,43800,Retail,1457,SG,SG,Below Secondary,M,12/24/1954,Single,0,EC,567749
1458,36900,Retail,1458,ID,PR,Below Secondary,F,7/21/1940,Widowed,0,HDB4,650210
1459,48000,Diversified,1459,ID,PR,Post Secondary,M,5/24/1986,Single,0,HDB4,360081
1460,136300,Design,1460,SG,SG,University,F,5/25/1967,Single,0,HDB4,550534
1461,82720,Entertainment,1461,MY,PR,University,M,2/9/1979,Single,0,SDH,465978
1462,80000,Food and Beverages,1462,MY,PR,University,F,8/25/1974,Single,0,HDB4,760644
1463,36720,Food and Beverages,1463,ID,PR,Below Secondary,F,1/25/1959,Single,0,HDB4,650369
1464,49000,Electronics,1464,SG,SG,Secondary,F,7/27/1949,Divorced,0,HDB4,530407
1465,279000,Transport,1465,SG,SG,University,M,6/23/1954,Married,1,HDB3,660028
1466,56000,Information Technology,1466,SG,SG,Diploma,F,2/28/1988,Single,0,HDB4,760816
1467,82760,Information Technology,1467,MY,PR,University,F,8/27/1978,Married,0,PC,430001
1468,50201,Marine,1468,SG,SG,Post Secondary,F,8/24/1940,Widowed,0,HDB4,750330
1469,45000,Property,1469,SG,SG,Below Secondary,F,10/18/1956,Single,0,HDB5,730891
1470,69000,Property,1470,SG,SG,University,F,2/11/1980,Single,0,HDB4,520215
1471,79000,Property,1471,MY,PR,University,F,11/12/1974,Single,0,HDB4,650203
1472,42320,Food and Beverages,1472,SG,SG,Below Secondary,M,1/26/1978,Single,0,HDB4,550321
1473,139600,Investment,1473,CN,PR,University,F,11/21/1945,Single,0,HDB5,510778
1474,63000,Investment,1474,SG,SG,Diploma,F,12/18/1974,Single,0,HDB4,560440
1475,57920,Media,1475,HK,PR,Post Secondary,M,12/6/1969,Single,0,HDB5,730704
1476,49680,Diversified,1476,MY,PR,Secondary,M,4/11/1987,Single,0,HDB4,560337
1477,30575,Manufacturing,1477,SG,SG,Below Secondary,M,2/23/1970,Married,3,SDH,787438
1478,45000,Entertainment,1478,SG,SG,Below Secondary,F,7/13/1968,Single,0,HDB5,680565
1479,31000,Transport,1479,SG,SG,Below Secondary,F,7/25/1949,Divorced,0,HDB5,160038
1480,73000,Government,1480,CN,PR,University,M,11/1/1990,Single,0,HDB4,520311
1481,46000,Entertainment,1481,MY,PR,Below Secondary,F,6/4/1973,Single,0,HDB5,570305
1482,51000,Transport,1482,SG,SG,University,M,7/23/1984,Single,0,HDB5,380062
1483,33045,Food and Beverages,1483,AU,PR,Below Secondary,F,5/14/1960,Married,0,HDB4,670520
1484,48000,Food and Beverages,1484,AU,PR,Below Secondary,M,6/19/1956,Single,0,HDB4,530962
1485,54000,Data Storage,1485,SG,SG,Secondary,F,3/12/1970,Single,0,HDB4,570403
1486,96000,Communications,1486,IN,PR,University,F,7/4/1969,Married,0,HDB4,657289
1487,39000,Diversified,1487,SG,SG,Diploma,M,4/4/1946,Single,0,HDB5,570122
1488,40560,Diversified,1488,IN,PR,Secondary,M,5/7/1986,Single,0,SH,520031
1489,55960,Marine,1489,AU,PR,University,M,12/12/1982,Single,0,PC,69415
1490,107040,Banking and Finance,1490,HK,PR,University,M,2/21/1971,Married,2,PC,600124
1491,95000,HealthCare,1491,SG,SG,University,F,7/7/1938,Widowed,2,HDB4,760738
1492,88400,HealthCare,1492,SG,SG,University,F,2/12/1974,Married,0,PC,466515
1493,71000,Accounting,1493,PH,PR,Secondary,F,7/17/1964,Single,0,HDB4,760748
1494,50000,Manufacturing,1494,SG,SG,Secondary,M,10/25/1979,Married,0,HDB4,652622
1495,42360,Property,1495,SG,SG,Below Secondary,M,11/25/1977,Single,0,HDB4,760396
1496,246440,Transport,1496,SG,SG,University,M,3/13/1955,Single,0,HDB4,560639
1497,52000,Investment,1497,MY,PR,Secondary,F,8/4/1954,Divorced,0,HDB4,760351
1498,53000,Marine,1498,SG,SG,Secondary,F,5/13/1949,Widowed,0,HDB4,822175
1499,50000,Accounting,1499,SG,SG,Below Secondary,M,8/9/1964,Single,0,HDB4,760439
1500,56800,Government,1500,IN,PR,Diploma,F,2/15/1986,Married,2,TH,679227
1501,44890,Property,1501,SG,SG,Below Secondary,F,6/10/1983,Single,0,HDB4,730119
1502,83000,Property,1502,AU,PR,Diploma,F,12/30/1946,Single,0,HDB4,760725
1503,56895,HealthCare,1503,ID,PR,Secondary,F,4/25/1979,Single,0,HDB4,760269
1504,76000,Property,1504,SG,SG,Diploma,F,10/7/1949,Divorced,0,HDB4,510101
1505,47000,Electronics,1505,MY,PR,Secondary,F,10/27/1986,Married,0,SDH,689093
1506,50000,Government,1506,MY,PR,University,M,5/19/1988,Single,0,HDB5,310098
1507,49680,Information Technology,1507,SG,SG,Secondary,F,9/4/1978,Single,0,HDB5,530565
1508,51500,Electronics,1508,SG,SG,Below Secondary,F,9/7/1983,Single,0,HDB4,310106
1509,201500,Transport,1509,SG,SG,University,M,1/22/1968,Married,0,SDH,648200
1510,49000,Manufacturing,1510,SG,SG,Secondary,M,6/22/1969,Married,0,HDB5,643682
1511,50000,Banking and Finance,1511,IN,PR,Below Secondary,M,5/17/1983,Single,0,HDB5,540251
1512,30297,Transport,1512,SG,SG,Below Secondary,F,6/24/1955,Married,1,HDB3,570291
1513,47900,HealthCare,1513,SG,SG,Secondary,M,10/24/1984,Married,4,HDB3,681687
1514,59000,Food and Beverages,1514,SG,SG,Post Secondary,F,3/7/1963,Married,0,HDB4,530692
1515,50000,Transport,1515,PH,PR,Secondary,M,9/3/1989,Single,0,HDB5,760718
1516,192000,Manufacturing,1516,SG,SG,University,M,4/3/1949,Widowed,0,HDB4,210050
1517,83800,Banking and Finance,1517,SG,SG,University,M,6/17/1969,Married,2,HDB5,542318
1518,74500,Property,1518,CN,PR,University,M,9/9/1981,Single,0,HDB4,310123
1519,221000,Property,1519,SG,SG,University,F,12/25/1968,Married,3,HDB5,150052
1520,43000,Security,1520,US,PR,Secondary,M,7/4/1987,Single,0,HDB5,760229
1521,44100,Security,1521,MY,PR,Below Secondary,F,12/22/1969,Single,0,HDB4,465560
1522,59600,Communications,1522,AU,PR,Below Secondary,M,8/28/1980,Single,0,HDB5,530433
1523,38690,HealthCare,1523,SG,SG,Below Secondary,M,1/23/1940,Widowed,0,HDB4,761645
1524,93000,Transport,1524,SG,SG,University,F,2/2/1985,Single,0,HDB4,540252
1525,149700,Property,1525,SG,SG,University,F,11/24/1959,Single,0,HDB3,730657
1526,79000,Property,1526,SG,SG,University,F,12/13/1983,Single,0,HDB4,752467
1527,77000,Marine,1527,HK,PR,University,F,12/21/1959,Married,1,HDB4,550237
1528,75000,Transport,1528,MY,PR,Diploma,F,12/2/1938,Widowed,3,HDB4,760816
1529,45000,Property,1529,HK,PR,Secondary,F,5/6/1986,Single,0,HDB5,550528
1530,209320,Investment,1530,SG,SG,Post Secondary,M,12/13/1969,Married,1,HDB5,730526
1531,35000,Media,1531,AU,PR,Below Secondary,M,9/7/1937,Widowed,0,HDB5,733787
1532,41040,Entertainment,1532,SG,SG,Below Secondary,M,7/2/1954,Divorced,0,HDB4,520403
1533,53000,Accounting,1533,SG,SG,Secondary,M,11/25/1938,Widowed,0,HDB3,680626
1534,31214,Media,1534,MY,PR,Below Secondary,M,4/23/1965,Married,1,HDB5,560175
1535,208000,Investment,1535,ID,PR,Post Secondary,F,3/16/1970,Married,1,HDB5,550328
1536,55000,Communications,1536,SG,SG,Secondary,F,10/22/1938,Married,1,HDB5,360019
1537,53040,Service,1537,PH,PR,Post Secondary,F,11/23/1974,Married,1,HDB4,760772
1538,51000,Banking and Finance,1538,ID,PR,Below Secondary,M,6/22/1979,Single,0,HDB4,460522
1539,51000,Security,1539,SG,SG,Secondary,M,8/9/1974,Married,3,HDB5,470709
1540,59000,Information Technology,1540,SG,SG,University,F,11/1/1975,Single,0,HDB4,760146
1541,90000,Logistics,1541,SG,SG,University,F,6/7/1986,Single,0,HDB3,560416
1542,178000,Manufacturing,1542,HK,PR,University,F,10/15/1977,Single,0,PC,546019
1543,159630,Transport,1543,IN,PR,University,F,2/18/1946,Divorced,1,HDB5,400304
1544,57000,Property,1544,SG,SG,Post Secondary,F,3/13/1974,Single,0,HDB4,760809
1545,74000,Information Technology,1545,PH,PR,University,F,11/24/1985,Single,0,HDB4,751467
1546,64000,Manufacturing,1546,HK,PR,Post Secondary,M,11/3/1962,Single,0,HDB5,680218
1547,100000,Transport,1547,SG,SG,University,F,4/19/1946,Single,0,HDB4,730589
1548,78000,Information Technology,1548,SG,SG,Diploma,M,6/14/1973,Single,0,HDB3,560207
1549,43580,Electronics,1549,SG,SG,Secondary,M,9/24/1949,Divorced,0,HDB4,750403
1550,49500,Banking and Finance,1550,HK,PR,Below Secondary,F,7/18/1944,Widowed,0,HDB4,760346
1551,50000,HealthCare,1551,PH,PR,Secondary,F,7/19/1983,Single,0,HDB4,427514
1552,247000,Security,1552,ID,PR,University,F,10/19/1954,Divorced,1,HDB5,730774
1553,59000,Information Technology,1553,US,PR,Post Secondary,M,3/27/1959,Married,2,HDB5,570168
1554,96100,Communications,1554,SG,SG,University,F,12/9/1972,Single,0,HDB4,380098
1555,41260,Electronics,1555,SG,SG,Diploma,F,5/1/1983,Single,0,HDB4,542303
1556,55000,Property,1556,PH,PR,Secondary,M,11/23/1959,Single,0,HDB4,760860
1557,49500,Retail,1557,SG,SG,Below Secondary,F,3/9/1982,Single,0,HDB4,530419
1558,48000,HealthCare,1558,SG,SG,Below Secondary,M,12/19/1988,Single,0,HDB4,200806
1559,53800,Manufacturing,1559,SG,SG,Secondary,F,8/24/1982,Single,0,HDB4,530719
1560,67000,Government,1560,ID,PR,Secondary,M,1/1/1947,Married,2,HDB5,560151
1561,69000,Information Technology,1561,MY,PR,Secondary,F,11/17/1938,Widowed,0,HDB4,331059
1562,44000,Property,1562,IN,PR,Below Secondary,M,4/9/1970,Married,2,AP,545119
1563,35000,Energy and Utility,1563,SG,SG,Secondary,F,6/11/1986,Single,0,HDB5,730168
1564,68000,Agribusiness,1564,IN,PR,Below Secondary,F,12/26/1937,Married,1,HDB5,530660
1565,58100,Investment,1565,SG,SG,Post Secondary,F,2/6/1944,Married,2,HDB5,530328
1566,52000,Manufacturing,1566,MY,PR,Secondary,M,3/22/1956,Married,0,HDB4,530688
1567,33053,Transport,1567,MY,PR,Below Secondary,F,4/2/1960,Married,0,HDB5,431010
1568,57800,Transport,1568,HK,PR,Below Secondary,F,12/19/1973,Single,0,HDB5,570502
1569,53000,Communications,1569,SG,PR,Post Secondary,F,9/13/1986,Single,0,PC,398074
1570,46000,Communications,1570,SG,SG,Diploma,F,10/10/1982,Single,0,HDB4,750337
1571,78500,Transport,1571,SG,SG,University,F,6/21/1986,Single,0,HDB4,560351
1572,84000,Investment,1572,HK,PR,University,F,8/9/1970,Married,3,HDB5,680526
1573,55000,Energy and Utility,1573,ID,PR,Secondary,F,5/6/1964,Married,2,HDB4,600101
1574,52000,Investment,1574,IN,PR,Secondary,F,5/15/1959,Married,2,HDB3,200802
1575,247000,Security,1575,MY,PR,University,F,11/14/1954,Married,2,HDB5,460113
1576,103200,Transport,1576,CN,PR,University,M,5/28/1966,Married,2,HDB4,680295
1577,49000,Information Technology,1577,HK,PR,Secondary,M,9/26/1954,Married,2,HDB4,680229
1578,81000,Security,1578,MY,PR,University,F,1/21/1984,Married,0,PC,536491
1579,56890,Security,1579,PH,PR,Below Secondary,F,6/10/1978,Single,0,HDB5,530691
1580,80000,Property,1580,SG,SG,University,M,4/5/1971,Married,1,HDB4,542184
1581,69000,Transport,1581,HK,PR,University,F,2/15/1981,Single,0,HDB5,760161
1582,73000,Marine,1582,IN,PR,University,M,4/18/1987,Married,0,TH,659442
1583,59000,Property,1583,ID,PR,Secondary,F,7/23/1986,Single,0,HDB5,754507
1584,57000,Investment,1584,SG,SG,Diploma,M,5/5/1984,Single,0,HDB5,640207
1585,55000,Communications,1585,SG,SG,Secondary,F,2/21/1980,Single,0,HDB4,521235
1586,40000,Retail,1586,ID,PR,Below Secondary,M,3/19/1981,Single,0,HDB4,543324
1587,50000,Transport,1587,SG,SG,Below Secondary,F,3/16/1964,Single,0,HDB4,730856
1588,150000,Communications,1588,PH,PR,University,F,12/26/1959,Single,0,HDB4,310215
1589,59000,Transport,1589,SG,SG,University,F,6/30/1978,Single,0,HDB5,460525
1590,60000,HealthCare,1590,US,PR,Diploma,M,4/27/1981,Married,0,HDB4,550552
1591,80000,Transport,1591,IN,PR,Post Secondary,F,6/26/1964,Single,0,HDB4,543303
1592,57500,Transport,1592,SG,SG,Below Secondary,F,5/29/1954,Single,0,HDB5,570130
1593,80400,Information Technology,1593,HK,PR,University,M,12/15/1970,Married,3,HDB4,440002
1594,41000,Information Technology,1594,ID,PR,Below Secondary,F,4/4/1988,Single,0,HDB4,760927
1595,82000,HealthCare,1595,SG,SG,University,F,8/26/1985,Single,0,HDB4,560725
1596,85000,Transport,1596,HK,PR,Diploma,M,7/7/1960,Single,0,HDB4,166022
1597,42000,Information Technology,1597,ID,PR,Below Secondary,M,12/29/1981,Single,0,HDB4,461221
1598,82900,Electronics,1598,AU,PR,University,M,9/2/1978,Married,0,HDB4,360012
1599,136900,Energy and Utility,1599,SG,SG,University,F,5/31/1977,Single,0,HDB4,750330
1600,33000,Transport,1600,SG,SG,Below Secondary,F,12/26/1938,Widowed,0,HDB5,160030
1601,78000,Investment,1601,SG,SG,Diploma,M,7/27/1967,Single,0,HDB4,570269
1602,56800,Property,1602,MY,PR,Diploma,F,6/1/1985,Single,0,HDB4,560226
1603,51000,Manufacturing,1603,HK,PR,University,F,6/5/1958,Married,1,HDB4,650213
1604,54000,HealthCare,1604,SG,SG,Secondary,F,2/3/1970,Single,0,HDB4,560226
1605,46000,Property,1605,SG,SG,Below Secondary,M,5/9/1964,Married,0,HDB5,530635
1606,90120,Consulting,1606,SG,SG,University,F,3/18/1973,Married,1,HDB5,560403
1607,43000,Investment,1607,SG,SG,Below Secondary,F,6/10/1974,Married,1,HDB3,760262
1608,32618,HealthCare,1608,AU,PR,Below Secondary,F,3/19/1964,Married,0,HDB5,530628
1609,31950,Manufacturing,1609,ID,PR,Below Secondary,M,10/28/1966,Married,2,HDB5,470122
1610,52000,Transport,1610,SG,SG,Secondary,M,3/4/1959,Married,1,HDB4,321108
1611,49000,Diversified,1611,SG,SG,Secondary,M,5/3/1962,Married,1,HDB4,670421
1612,51000,Transport,1612,MY,PR,University,F,3/15/1959,Married,2,PC,536407
1613,52000,Manufacturing,1613,SG,SG,Secondary,F,10/12/1955,Married,2,HDB4,402002
1614,52000,Banking and Finance,1614,HK,PR,Below Secondary,F,5/27/1981,Single,0,HDB4,670178
1615,45000,Property,1615,HK,PR,Below Secondary,M,1/9/1975,Single,0,PC,547312
1616,47000,Transport,1616,PH,PR,Secondary,M,8/5/1987,Married,0,TH,609477
1617,45000,Government,1617,MY,PR,Secondary,M,10/8/1986,Single,0,SH,428617
1618,150000,Communications,1618,SG,SG,University,M,3/15/1960,Married,0,HDB5,530704
1619,247280,Manufacturing,1619,SG,SG,University,F,12/19/1954,Married,1,HDB4,540255
1620,42720,Education,1620,SG,SG,Below Secondary,M,4/8/1975,Single,0,HDB4,730767
1621,150000,Diversified,1621,SG,SG,University,F,7/22/1959,Single,0,PC,658497
1622,56360,Food and Beverages,1622,PH,PR,Diploma,F,8/28/1986,Married,0,BUN,578519
1623,78000,Security,1623,PH,PR,University,F,1/27/1984,Single,0,HDB4,530526
1624,50000,Banking and Finance,1624,SG,SG,Below Secondary,F,1/28/1984,Single,0,HDB4,730798
1625,52000,HealthCare,1625,ID,PR,Secondary,F,7/8/1959,Married,2,HDB4,470102
1626,58000,Retail,1626,IN,PR,Post Secondary,M,6/23/1969,Single,0,HDB5,670435
1627,63000,Government,1627,MY,PR,University,M,1/17/1952,Divorced,0,HDB4,650330
1628,83240,Transport,1628,PH,PR,University,F,4/1/1975,Single,0,PC,259335
1629,71000,Government,1629,PH,PR,University,M,8/15/1990,Single,0,HDB4,390095
1630,51000,Communications,1630,SG,SG,Post Secondary,M,4/9/1949,Widowed,0,HDB4,600246
1631,46000,Investment,1631,SG,SG,Below Secondary,M,4/12/1964,Single,0,HDB4,530417
1632,73100,Manufacturing,1632,IN,PR,University,M,8/15/1986,Single,0,HDB4,530418
1633,248000,Manufacturing,1633,SG,SG,University,M,4/24/1954,Married,4,HDB4,600002
1634,80600,Communications,1634,SG,SG,Diploma,M,3/26/1954,Divorced,0,PC,248903
1635,80000,Information Technology,1635,ID,PR,Diploma,F,3/7/1959,Single,0,HDB4,560639
1636,62590,Diversified,1636,CN,PR,Post Secondary,M,8/1/1991,Single,0,HDB5,520896
1637,107100,Transport,1637,SG,SG,University,F,7/18/1964,Married,0,HDB4,360010
1638,33812,Food and Beverages,1638,PH,PR,Below Secondary,F,10/8/1937,Widowed,0,HDB3,520259
1639,47980,HealthCare,1639,SG,SG,Below Secondary,M,12/9/1954,Single,0,HDB4,460518
1640,132000,Transport,1640,SG,SG,Below Secondary,M,3/26/1959,Single,0,HDB4,520856
1641,89000,Transport,1641,SG,SG,University,M,1/17/1954,Divorced,0,HDB4,760110
1642,56800,Government,1642,MY,PR,Diploma,F,2/27/1986,Single,0,HDB5,760799
1643,104000,Property,1643,SG,SG,University,M,11/17/1950,Single,0,HDB4,530701
1644,50000,Manufacturing,1644,SG,SG,Secondary,M,5/31/1983,Single,0,HDB4,760435
1645,73600,Property,1645,AU,PR,University,F,12/6/1974,Single,0,HDB4,542184
1646,78500,Information Technology,1646,SG,SG,University,F,12/23/1976,Single,0,SDH,545305
1647,73600,Energy and Utility,1647,SG,SG,University,M,4/16/1974,Single,0,HDB5,680141
1648,54000,HealthCare,1648,SG,SG,Secondary,F,12/2/1969,Single,0,HDB4,542206
1649,53000,Communications,1649,ID,PR,Below Secondary,F,7/5/1983,Single,0,HDB4,681673
1650,78000,Communications,1650,SG,SG,Diploma,F,2/18/1948,Single,0,HDB4,460066
1651,73000,Manufacturing,1651,SG,SG,Diploma,M,6/17/1948,Single,0,HDB4,320082
1652,79160,Transport,1652,PH,PR,Diploma,M,7/16/1967,Single,0,HDB4,570447
1653,65960,Manufacturing,1653,SG,SG,Diploma,F,2/14/1949,Widowed,0,HDB5,760645
1654,185000,Electronics,1654,CN,PR,University,F,2/6/1945,Single,0,HDB4,540229
1655,59000,Banking and Finance,1655,HK,PR,Post Secondary,F,11/15/1960,Married,2,HDB4,432014
1656,56000,Communications,1656,SG,SG,Diploma,M,8/1/1989,Single,0,HDB3,760741
1657,75000,HealthCare,1657,SG,SG,University,F,4/1/1936,Widowed,0,HDB3,670242
1658,79000,Transport,1658,SG,SG,University,F,12/14/1984,Single,0,HDB4,820296
1659,73100,Media,1659,SG,SG,University,F,10/18/1986,Single,0,HDB5,520420
1660,52000,Accounting,1660,ID,PR,Secondary,F,6/24/1959,Single,0,HDB4,520916
1661,60000,Food and Beverages,1661,SG,SG,Diploma,F,7/11/1981,Single,0,HDB4,520310
1662,38000,Food and Beverages,1662,SG,SG,Below Secondary,F,9/23/1984,Single,0,HDB4,730874
1663,50300,Banking and Finance,1663,SG,SG,Below Secondary,F,9/28/1970,Married,2,HDB5,560151
1664,76000,Transport,1664,IN,PR,Diploma,M,2/14/1952,Divorced,0,HDB4,510122
1665,50000,Food and Beverages,1665,AU,PR,Secondary,F,9/18/1938,Widowed,0,HDB4,510473
1666,150000,Diversified,1666,SG,SG,University,M,11/8/1959,Single,0,HDB4,520487
1667,81900,Information Technology,1667,SG,SG,University,M,1/3/1981,Single,0,HDB4,510708
1668,56360,Energy and Utility,1668,SG,SG,Diploma,F,8/10/1986,Single,0,HDB5,670141
1669,56400,Manufacturing,1669,ID,PR,Diploma,F,10/16/1986,Married,2,AP,455000
1670,111946,Banking and Finance,1670,SG,SG,Secondary,F,9/19/1949,Divorced,0,TH,739876
1671,55000,Information Technology,1671,CN,PR,Secondary,F,3/8/1954,Divorced,0,HDB4,680123
1672,62000,HealthCare,1672,SG,SG,Below Secondary,F,3/20/1954,Divorced,1,HDB4,733788
1673,90000,Manufacturing,1673,MY,PR,Below Secondary,F,11/1/1936,Widowed,0,HDB4,760632
1674,75000,Transport,1674,SG,SG,University,M,7/1/1984,Single,0,HDB5,670405
1675,52000,Marine,1675,SG,SG,Secondary,M,4/14/1959,Single,0,SH,200642
1676,96360,Banking and Finance,1676,SG,SG,University,M,7/6/1968,Single,0,HDB4,730714
1677,51000,Manufacturing,1677,ID,PR,Secondary,F,1/4/1986,Single,0,HDB5,152119
1678,78000,Property,1678,SG,SG,University,M,2/24/1949,Widowed,0,HDB4,550136
1679,60000,Electronics,1679,PH,PR,Diploma,F,9/26/1981,Single,0,HDB4,760821
1680,43000,Food and Beverages,1680,HK,PR,Below Secondary,M,11/6/1977,Single,0,HDB3,510614
1681,96000,Energy and Utility,1681,SG,SG,University,F,8/17/1969,Single,0,HDB5,820296
1682,69000,Diversified,1682,HK,PR,Secondary,F,2/25/1986,Single,0,HDB4,520831
1683,78000,Transport,1683,SG,SG,Diploma,F,3/18/1968,Single,0,PC,179094
1684,74000,Transport,1684,HK,PR,University,M,1/12/1975,Single,0,SH,399116
1685,52300,Education,1685,IN,PR,Below Secondary,F,11/3/1964,Single,0,HDB4,530221
1686,39650,Food and Beverages,1686,SG,SG,Below Secondary,F,3/28/1954,Divorced,0,PC,327979
1687,43265,Service,1687,IN,PR,Below Secondary,F,11/17/1954,Divorced,0,HDB5,544302
1688,201200,Transport,1688,SG,SG,University,F,9/26/1981,Married,2,HDB4,465010
1689,52080,Banking and Finance,1689,SG,SG,Post Secondary,F,8/4/1982,Married,0,PC,534981
1690,64359,Agribusiness,1690,SG,SG,University,M,9/22/1951,Single,0,HDB5,760875
1691,75000,Property,1691,SG,SG,University,M,10/28/1984,Married,2,HDB4,455000
1692,43000,Manufacturing,1692,ID,PR,Below Secondary,F,11/15/1974,Married,2,AP,545119
1693,77000,HealthCare,1693,ID,PR,University,F,12/6/1949,Single,0,HDB4,520702
1694,46890,Service,1694,HK,PR,Below Secondary,F,9/7/1973,Single,0,HDB5,681687
1695,54000,Property,1695,SG,SG,Post Secondary,M,5/19/1937,Widowed,3,HDB4,380117
1696,48500,Property,1696,SG,SG,Post Secondary,M,5/13/1984,Single,0,HDB5,550310
1697,123500,HealthCare,1697,SG,SG,University,F,3/14/1986,Single,0,HDB5,730130
1698,45000,Communications,1698,AU,PR,Below Secondary,M,1/4/1959,Single,0,HDB5,650185
1699,45000,Energy and Utility,1699,SG,SG,Below Secondary,M,4/23/1959,Single,0,HDB5,753468
1700,51010,Information Technology,1700,MY,PR,Post Secondary,M,12/11/1972,Married,3,HDB4,530448
1701,78600,Design,1701,ID,PR,Diploma,F,3/22/1946,Single,0,HDB4,730679
1702,52000,Retail,1702,SG,SG,Secondary,F,7/15/1954,Divorced,0,HDB4,752354
1703,74236,Investment,1703,HK,PR,University,F,7/27/1949,Divorced,1,HDB4,200030
1704,100000,Information Technology,1704,SG,SG,Secondary,M,5/6/1953,Divorced,1,HDB4,360014
1705,49000,Property,1705,MY,PR,Diploma,M,9/16/1981,Married,0,PC,534981
1706,45000,Retail,1706,SG,SG,Below Secondary,M,9/28/1945,Married,1,HDB3,684296
1707,56800,Manufacturing,1707,MY,PR,Secondary,F,2/20/1984,Single,0,HDB4,560470
1708,52000,Government,1708,SG,SG,Secondary,M,6/18/1957,Married,2,SDH,689675
1709,49850,Manufacturing,1709,SG,SG,Post Secondary,F,10/20/1988,Single,0,PC,574328
1710,43200,Food and Beverages,1710,SG,SG,Below Secondary,F,3/25/1973,Single,0,HDB3,760292
1711,43000,Communications,1711,SG,SG,Below Secondary,M,4/15/1964,Single,0,PC,327981
1712,58962,Retail,1712,HK,PR,University,F,3/27/1981,Single,0,HDB5,383003
1713,54000,Agribusiness,1713,SG,SG,Secondary,F,8/16/1969,Single,0,HDB5,760804
1714,96000,Media,1714,PH,PR,Below Secondary,M,11/4/1969,Single,0,HDB4,543308
1715,81000,Security,1715,SG,SG,University,M,7/4/1982,Single,0,HDB5,410668
1716,47000,Security,1716,MY,PR,Below Secondary,M,5/7/1984,Single,0,HDB4,570181
1717,150000,Diversified,1717,SG,SG,University,F,7/9/1959,Single,0,PC,619978
1718,65230,Transport,1718,MY,PR,Diploma,F,5/9/1975,Single,0,HDB3,530527
1719,46000,Food and Beverages,1719,MY,PR,Below Secondary,M,10/9/1975,Single,0,HDB3,640490
1720,39680,Investment,1720,IN,PR,Below Secondary,F,2/17/1979,Single,0,HDB4,90015
1721,78000,Transport,1721,SG,SG,University,F,11/3/1982,Single,0,HDB5,520165
1722,81000,Property,1722,US,PR,University,F,9/26/1983,Single,0,HDB5,520213
1723,83320,Logistics,1723,SG,SG,University,M,6/3/1975,Single,0,HDB4,311082
1724,54000,Agribusiness,1724,IN,PR,Secondary,M,4/25/1959,Single,0,HDB4,210052
1725,78000,Diversified,1725,SG,SG,Diploma,F,10/1/1972,Single,0,HDB4,730006
1726,53000,Manufacturing,1726,AU,PR,Below Secondary,F,4/27/1975,Single,0,HDB5,680144
1727,135000,Transport,1727,SG,SG,University,M,1/4/1945,Single,0,HDB4,570229
1728,249440,Consulting,1728,SG,SG,University,M,4/4/1954,Divorced,0,HDB5,760437
1729,75000,Logistics,1729,HK,PR,University,M,4/6/1984,Single,0,HDB4,520925
1730,104100,Transport,1730,SG,SG,University,M,3/18/1966,Married,4,HDB4,610006
1731,48500,Manufacturing,1731,SG,SG,Post Secondary,M,8/23/1984,Single,0,HDB3,730719
1732,73640,Information Technology,1732,SG,SG,University,M,4/26/1974,Single,0,HDB4,520163
1733,107200,Consulting,1733,SG,SG,University,M,3/25/1947,Single,0,HDB4,160146
