CustomerID,Nationality,SASNationality,EducationLevel,Gender,BirthDate,MaritalStatus,NoOfDependents,ResidentialType,PostalCode
1094,US,PR,Diploma,M,6/24/1969,Single,0,HDB4,760837
1095,SG,SG,University,F,8/26/1983,Single,0,HDB4,760762
1096,SG,SG,University,F,7/7/1961,Single,0,PC,679706
1097,SG,SG,Diploma,M,7/4/1959,Married,0,HDB4,650321
1098,MY,PR,University,F,3/28/1944,Widowed,0,SDH,579107
1099,HK,PR,University,F,3/24/1988,Single,0,HDB3,431014
1100,SG,SG,University,F,12/26/1935,Widowed,0,HDB4,530682
1101,SG,SG,Diploma,F,10/31/1982,Single,0,HDB5,650372
1102,MY,PR,Post Secondary,F,5/27/1978,Single,0,HDB4,560572
1103,SG,SG,Diploma,M,6/5/1984,Single,0,HDB5,670607
1104,SG,SG,University,F,7/27/1940,Widowed,1,HDB4,520859
1105,SG,SG,University,M,5/25/1949,Single,0,HDB4,760825
1106,SG,SG,Diploma,F,12/30/1966,Single,0,PC,229976
1107,SG,SG,Secondary,F,6/10/1965,Single,0,HDB4,640457
1108,SG,SG,Below Secondary,M,3/19/1964,Single,0,HDB4,640456
1109,MY,PR,Secondary,F,10/28/1969,Single,0,HDB4,670531
1110,SG,SG,University,F,3/4/1959,Married,2,HDB4,522201
1111,SG,SG,University,F,5/3/1986,Single,0,HDB4,520165
1112,SG,SG,University,M,3/15/1989,Single,0,HDB4,730875
1113,SG,SG,Below Secondary,F,9/22/1984,Married,0,PC,506999
1114,SG,SG,Below Secondary,M,6/2/1948,Widowed,0,HDB3,684297
1115,SG,SG,Post Secondary,F,9/19/1969,Married,0,HDB4,641257
1116,SG,SG,Diploma,F,8/5/1959,Married,1,HDB4,570023
1117,SG,SG,Diploma,F,10/8/1934,Widowed,2,HDB4,528230
1118,SG,SG,University,F,3/16/1968,Single,0,HDB5,640457
1119,SG,SG,Below Secondary,M,12/19/1954,Single,0,HDB5,680471
1120,HK,PR,Diploma,F,1/13/1980,Single,0,HDB4,542259
1121,MY,PR,Below Secondary,M,7/22/1959,Single,0,HDB5,640976
1122,SG,SG,University,F,8/28/1986,Single,0,HDB5,310226
1123,SG,SG,Below Secondary,M,1/27/1955,Single,0,HDB4,520438
1124,SG,SG,Diploma,M,1/28/1984,Single,0,SDH,548033
1125,ID,PR,Diploma,M,7/8/1987,Single,0,HDB3,760776
1126,SG,SG,Below Secondary,M,6/23/1969,Single,0,HDB4,570190
1127,SG,SG,Diploma,F,1/17/1984,Single,0,HDB4,730793
1128,SG,SG,University,F,12/14/1934,Widowed,0,HDB4,730406
1129,SG,SG,Post Secondary,M,8/15/1969,Single,0,HDB5,730820
1130,IN,PR,University,F,6/18/1981,Single,0,HDB4,570271
1131,SG,SG,Below Secondary,F,4/12/1964,Married,4,HDB3,682296
1132,SG,SG,Secondary,F,8/15/1986,Single,0,HDB4,730796
1133,MY,PR,University,M,8/7/1973,Single,0,HDB4,510451
1134,SG,SG,Secondary,F,3/26/1954,Divorced,0,HDB4,190463
1135,SG,SG,University,F,3/7/1959,Single,0,HDB4,680441
1136,SG,SG,Below Secondary,M,8/1/1989,Single,0,HDB5,760802
1137,SG,SG,Post Secondary,M,7/18/1990,Married,4,HDB4,641180
1138,SG,SG,Diploma,M,4/28/1946,Single,0,HDB4,150130
1139,SG,SG,Secondary,M,11/23/1983,Single,0,HDB4,530629
1140,SG,SG,University,M,3/26/1959,Single,0,HDB5,600321
1141,SG,SG,Secondary,M,1/17/1964,Married,1,HDB4,730735
1142,SG,SG,Diploma,F,2/27/1986,Single,0,HDB5,542319
1143,SG,SG,University,M,7/23/1944,Divorced,0,HDB4,560259
1144,HK,PR,University,M,9/9/1944,Widowed,0,HDB4,329586
1145,MY,PR,Below Secondary,M,12/6/1989,Single,0,HDB4,520804
1146,PH,PR,Below Secondary,F,6/16/1937,Widowed,0,HDB5,680422
1147,ID,PR,Secondary,F,4/16/1987,Single,0,HDB4,520412
1148,SG,SG,Below Secondary,M,12/2/1969,Single,0,HDB5,544261
1149,SG,SG,University,F,6/20/1946,Single,0,HDB4,510272
1150,SG,SG,Secondary,F,7/9/1964,Single,0,HDB4,751501
1151,SG,SG,Diploma,M,3/21/1974,Single,0,HDB4,310096
1152,SG,SG,Diploma,F,11/23/1968,Single,0,HDB4,520427
1153,MY,PR,Below Secondary,M,2/14/1949,Widowed,0,HDB4,820118
1154,PH,PR,Post Secondary,F,9/16/1974,Single,0,HDB3,520705
1155,SG,SG,Secondary,M,11/15/1944,Widowed,0,HDB4,530253
1156,SG,SG,Below Secondary,F,8/1/1965,Single,0,HDB4,760821
1157,SG,SG,Post Secondary,F,1/4/1978,Single,0,HDB4,588998
1158,PH,PR,Post Secondary,M,12/14/1984,Married,2,HDB5,530711
1159,SG,SG,University,M,5/21/1949,Single,0,HDB5,310195
1160,SG,SG,Below Secondary,M,6/24/1959,Single,0,HDB4,460427
1161,ID,PR,University,F,11/7/1944,Widowed,0,HDB4,730411
1162,PH,PR,University,M,9/23/1984,Single,0,HDB4,822160
1163,SG,SG,Secondary,F,9/28/1964,Single,0,HDB5,530563
1164,SG,SG,University,M,2/14/1986,Single,0,HDB4,80016
1165,SG,SG,Secondary,M,12/24/1979,Single,0,HDB4,680118
1166,SG,SG,Below Secondary,F,11/8/1959,Single,0,HDB5,510190
1167,SG,SG,Below Secondary,M,1/3/1983,Single,0,HDB3,751508
1168,MY,PR,Below Secondary,M,7/24/1973,Married,0,HDB4,657289
1169,SG,SG,Secondary,M,10/16/1948,Widowed,1,HDB4,760759
1170,SG,SG,University,F,9/19/1949,Divorced,0,HDB4,682685
1171,HK,PR,University,M,11/19/1977,Married,0,HDB4,653194
1172,SG,SG,Diploma,M,3/20/1954,Divorced,0,HDB3,550263
1173,SG,SG,Below Secondary,F,11/1/1966,Single,0,HDB4,310259
1174,SG,SG,Diploma,M,7/1/1984,Single,0,HDB5,460032
1175,SG,SG,Secondary,M,4/14/1959,Single,0,HDB4,730582
1176,SG,SG,Post Secondary,F,11/15/1969,Single,0,HDB3,400323
1177,AU,PR,Secondary,F,1/10/1968,Single,0,HDB3,530516
1178,SG,SG,Below Secondary,F,2/24/1949,Widowed,0,HDB4,400035
1179,HK,PR,Secondary,F,11/11/1970,Single,0,HDB4,550317
1180,SG,SG,Diploma,F,10/18/1938,Widowed,0,HDB3,460165
1181,SG,SG,Secondary,F,11/2/1969,Single,0,HDB4,510452
1182,SG,SG,Below Secondary,F,12/29/1940,Widowed,0,HDB4,470107
1183,AU,PR,Post Secondary,M,4/19/1978,Married,0,PC,554720
1184,SG,SG,University,F,1/12/1973,Married,0,HDB4,652622
1185,SG,SG,Post Secondary,F,11/3/1964,Single,0,HDB4,760750
1186,US,PR,University,F,10/15/1981,Single,0,HDB3,520261
1187,SG,SG,Secondary,M,11/17/1954,Single,0,HDB4,370055
1188,SG,SG,University,F,9/26/1982,Single,0,HDB4,530689
1189,SG,SG,Diploma,F,4/9/1982,Single,0,HDB3,670623
1190,SG,SG,University,M,9/25/1947,Single,0,HDB4,440030
1191,MY,PR,Post Secondary,M,1/18/1978,Single,0,HDB5,680223
1192,SG,SG,University,F,11/15/1974,Single,0,HDB4,550330
1193,SG,SG,University,M,1/24/1969,Married,1,HDB3,660027
1194,SG,SG,University,M,10/19/1949,Divorced,0,HDB3,679975
1195,PH,PR,University,F,3/28/1947,Single,0,HDB4,543315
1196,SG,SG,University,M,5/13/1984,Married,2,TH,679227
1197,HK,PR,Diploma,F,3/14/1948,Widowed,0,HDB4,550210
1198,MY,PR,Below Secondary,F,1/4/1959,Single,0,HDB4,670131
1199,IN,PR,Below Secondary,F,4/23/1959,Single,0,HDB4,542268
1200,AU,PR,Below Secondary,F,12/11/1969,Single,0,HDB4,540156
1201,SG,SG,Diploma,M,11/17/1935,Widowed,2,HDB4,520807
1202,SG,SG,Below Secondary,F,7/15/1954,Divorced,0,HDB5,560463
1203,SG,SG,Below Secondary,M,7/27/1949,Divorced,0,HDB5,650362
1204,HK,PR,Diploma,F,5/6/1986,Single,0,HDB4,541308
1205,MY,PR,Secondary,M,6/12/1987,Married,0,HDB5,644661
1206,AU,PR,Post Secondary,F,2/20/1957,Single,0,HDB3,560126
1207,SG,SG,Post Secondary,M,2/20/1984,Single,0,SDH,579941
1208,SG,SG,Below Secondary,F,6/18/1989,Married,1,HDB5,698930
1209,SG,SG,Post Secondary,F,10/20/1983,Single,0,HDB4,560128
1210,SG,SG,Below Secondary,F,3/25/1936,Widowed,0,HDB5,390032
1211,SG,SG,Below Secondary,M,4/15/1964,Single,0,HDB4,400016
1212,SG,SG,University,F,3/27/1983,Single,0,HDB4,680760
1213,PH,PR,University,F,5/2/1980,Single,0,HDB4,510472
1214,SG,SG,Below Secondary,F,11/4/1969,Single,0,HDB4,670401
1215,SG,SG,University,F,7/4/1985,Single,0,HDB3,640908
1216,SG,SG,Below Secondary,M,5/7/1984,Single,0,HDB4,680340
1217,ID,PR,Secondary,F,7/9/1959,Married,0,HDB4,403002
1218,IN,PR,Diploma,F,9/7/1981,Single,0,HDB5,530676
1219,SG,SG,Secondary,F,8/6/1935,Widowed,0,HDB4,560415
1220,ID,PR,Diploma,M,5/14/1967,Single,0,HDB4,510626
1221,SG,SG,University,F,11/3/1952,Married,1,HDB4,600252
1222,SG,SG,Below Secondary,M,9/26/1983,Single,0,HDB4,750472
1223,MY,PR,University,F,6/3/1965,Married,0,HDB4,680430
1224,SG,SG,Below Secondary,F,4/25/1959,Married,1,HDB4,627530
1225,AU,PR,Below Secondary,M,7/24/1969,Married,0,PC,536491
1226,IN,PR,University,F,5/20/1959,Married,3,TH,609477
1227,PH,PR,Post Secondary,M,12/8/1955,Married,1,HDB5,310260
1228,SG,SG,University,M,4/4/1954,Married,5,PC,669598
1229,SG,SG,University,F,4/6/1970,Married,2,PC,380131
1230,PH,PR,University,F,11/5/1966,Single,0,HDB4,540244
1231,SG,SG,University,F,8/23/1964,Married,0,HDB4,653288
1232,MY,PR,Post Secondary,F,9/18/1973,Single,0,HDB4,570278
1233,SG,SG,Below Secondary,F,12/27/1964,Single,0,HDB3,530532
1234,SG,SG,Secondary,F,5/26/1964,Single,0,HDB4,540156
1235,ID,PR,Diploma,F,4/25/1940,Widowed,2,HDB4,370023
1236,SG,SG,Diploma,F,10/6/1981,Single,0,HDB4,550207
1237,SG,SG,Secondary,F,9/23/1954,Divorced,0,HDB4,530408
1238,PH,PR,Diploma,M,3/2/1952,Single,0,HDB3,760276
1239,SG,SG,University,F,2/25/1983,Single,0,HDB4,750335
1240,SG,SG,Diploma,F,9/15/1946,Single,0,HDB4,680680
1241,MY,PR,Secondary,M,9/23/1985,Single,0,TH,545594
1242,SG,SG,University,M,9/25/1949,Divorced,0,HDB4,520338
1243,HK,PR,Secondary,M,2/12/1975,Married,4,HDB4,641210
1244,AU,PR,Diploma,F,11/2/1954,Divorced,0,HDB4,520463
1245,SG,SG,University,F,2/14/1986,Single,0,HDB4,760770
1246,SG,SG,Secondary,M,11/3/1944,Widowed,0,HDB4,521493
1247,PH,PR,University,F,4/26/1968,Single,0,HDB4,730504
1248,SG,SG,Secondary,F,1/20/1948,Widowed,0,HDB4,530201
1249,AU,PR,Below Secondary,F,8/13/1954,Divorced,0,HDB5,560221
1250,AU,PR,Secondary,M,7/20/1987,Married,1,HDB4,603285
1251,AU,PR,Diploma,F,11/19/1954,Married,1,HDB4,510234
1252,SG,SG,Post Secondary,F,9/15/1980,Single,0,HDB5,470702
1253,MY,PR,University,F,9/24/1959,Single,0,HDB4,540156
1254,SG,SG,Post Secondary,M,9/28/1957,Married,0,HDB5,530930
1255,CN,PR,Diploma,M,7/16/1961,Single,0,HDB4,760137
1256,SG,SG,University,M,7/18/1978,Married,2,EC,437500
1257,SG,SG,Below Secondary,F,3/8/1957,Single,0,HDB4,760854
1258,SG,SG,Secondary,F,5/4/1964,Married,1,AP,679706
1259,SG,SG,Diploma,F,3/23/1978,Single,0,HDB5,406002
1260,SG,SG,Secondary,M,9/25/1985,Single,0,HDB4,760840
1261,SG,SG,Secondary,M,6/1/1959,Single,0,HDB4,550331
1262,US,PR,Secondary,M,4/10/1983,Single,0,HDB4,543227
1263,MY,PR,Secondary,F,3/22/1987,Married,1,HDB4,601217
1264,SG,SG,Diploma,F,5/16/1985,Single,0,HDB4,730349
1265,SG,SG,University,M,1/22/1977,Single,0,HDB4,680601
1266,AU,PR,Secondary,F,6/3/1965,Married,0,PC,554720
1267,SG,SG,University,F,5/24/1976,Single,0,HDB5,680232
1268,MY,PR,University,F,4/7/1980,Single,0,HDB5,640748
1269,SG,SG,Below Secondary,F,8/7/1964,Single,0,HDB4,520324
1270,SG,SG,Diploma,F,9/1/1984,Married,4,HDB4,644280
1271,HK,PR,University,F,12/20/1947,Single,0,EC,229628
1272,SG,SG,Diploma,M,9/27/1947,Single,0,HDB4,760639
1273,SG,SG,University,F,12/16/1985,Single,0,HDB4,760809
1274,SG,SG,Below Secondary,F,2/22/1949,Widowed,0,HDB4,734690
1275,AU,PR,University,M,3/20/1949,Widowed,0,HDB3,560250
1276,SG,SG,University,M,4/11/1946,Single,0,HDB3,570289
1277,SG,SG,University,M,6/5/1969,Single,0,EC,507080
1278,MY,PR,University,F,12/24/1984,Single,0,HDB4,640484
1279,SG,SG,Secondary,M,2/6/1974,Single,0,EC,159957
1280,SG,SG,Post Secondary,F,6/21/1935,Widowed,0,HDB4,431012
1281,HK,PR,Below Secondary,M,4/12/1964,Married,1,HDB5,440066
1282,SG,SG,University,M,11/19/1962,Married,2,HDB5,560306
1283,SG,SG,Secondary,F,10/23/1956,Single,0,HDB3,730023
1284,SG,SG,Below Secondary,M,2/15/1982,Single,0,HDB4,530578
1285,SG,SG,Below Secondary,F,9/20/1959,Single,0,HDB4,550501
1286,SG,SG,Below Secondary,M,12/15/1969,Single,0,HDB4,520208
1287,SG,SG,Below Secondary,M,10/13/1983,Married,1,HDB4,410644
1288,IN,PR,University,F,3/28/1972,Married,2,HDB3,644517
1289,HK,PR,University,M,10/30/1945,Single,0,HDB4,650162
1290,SG,SG,University,F,12/24/1986,Single,0,HDB4,670126
1291,IN,PR,Secondary,F,1/1/1967,Married,1,HDB4,540110
1292,MY,PR,Secondary,F,7/12/1954,Divorced,2,HDB5,533981
1293,IN,PR,University,F,2/4/1950,Single,0,EC,117473
1294,HK,PR,Secondary,F,11/13/1959,Married,1,HDB4,637066
1295,SG,SG,Post Secondary,F,7/18/1981,Single,0,HDB4,730314
1296,AU,PR,University,F,12/26/1945,Single,0,AP,759152
1297,SG,SG,Post Secondary,F,1/25/1959,Single,0,HDB4,760350
1298,SG,SG,Secondary,F,12/2/1959,Married,1,HDB4,618640
1299,SG,SG,University,F,10/26/1974,Single,0,HDB4,390058
1300,SG,SG,University,F,2/26/1982,Married,1,HDB4,602285
1301,ID,PR,Post Secondary,F,6/7/1983,Single,0,HDB5,550331
1302,PH,PR,Post Secondary,F,11/25/1976,Single,0,HDB4,820184
1303,SG,SG,Below Secondary,F,4/8/1962,Single,0,HDB4,730845
1304,IN,PR,University,F,9/26/1986,Single,0,HDB3,570268
1305,SG,SG,University,F,10/18/1938,Widowed,0,HDB5,680160
1306,MY,PR,Diploma,F,9/20/1988,Married,0,HDB4,370028
1307,IN,PR,Below Secondary,F,12/10/1964,Single,0,PC,308225
1308,ID,PR,Post Secondary,M,6/10/1982,Married,1,HDB4,680288
1309,SG,SG,University,M,6/4/1974,Single,0,HDB4,520393
1310,SG,SG,University,M,9/23/1969,Single,0,HDB5,160139
1311,SG,SG,University,M,2/4/1940,Widowed,0,HDB4,313079
1312,SG,SG,Diploma,F,3/8/1954,Divorced,0,HDB4,530547
1313,MY,PR,Below Secondary,F,6/9/1991,Married,4,PC,679050
1314,SG,SG,Below Secondary,F,11/27/1986,Married,0,HDB4,601285
1315,SG,SG,Secondary,F,12/13/1977,Single,0,HDB5,760228
1316,SG,SG,University,F,11/9/1985,Single,0,PC,738086
1317,SG,SG,University,F,2/9/1940,Widowed,0,HDB4,760159
1318,SG,SG,Below Secondary,M,9/6/1959,Single,0,HDB4,560520
1319,SG,SG,Below Secondary,F,8/7/1954,Divorced,0,HDB3,570171
1320,SG,SG,Below Secondary,M,11/12/1969,Married,0,HDB5,670101
1321,HK,PR,University,F,9/16/1966,Married,0,HDB4,380124
1322,ID,PR,Diploma,M,8/3/1985,Single,0,SDH,558522
1323,AU,PR,Diploma,F,6/9/1988,Married,2,HDB3,610005
1324,SG,SG,Secondary,M,5/2/1944,Widowed,0,HDB4,533980
1325,SG,SG,Diploma,M,12/3/1954,Single,0,HDB3,530309
1326,MY,PR,University,F,2/25/1974,Married,2,AP,658497
1327,IN,PR,Below Secondary,F,12/16/1968,Single,0,HDB5,570182
1328,SG,SG,Secondary,M,4/6/1984,Married,0,HDB4,530542
1329,SG,SG,Below Secondary,F,8/2/1974,Married,0,HDB4,718803
1330,HK,PR,Secondary,M,10/26/1986,Married,0,HDB4,760727
1331,SG,SG,Secondary,F,9/5/1985,Single,0,TH,807414
1332,SG,SG,Diploma,F,9/26/1977,Single,0,HDB4,750331
1333,SG,SG,Secondary,F,12/16/1970,Single,0,HDB4,550403
1334,PH,PR,Secondary,F,6/26/1979,Single,0,HDB4,570252
1335,SG,SG,University,F,1/14/1964,Married,1,HD4,450001
1336,IN,PR,University,F,6/11/1986,Married,0,TH,659442
1337,SG,SG,University,F,12/8/1974,Single,0,HDB4,560509
1338,IN,PR,Post Secondary,F,5/23/1978,Single,0,HDB5,560608
1339,ID,PR,Below Secondary,M,3/8/1944,Widowed,0,HDB4,680250
1340,SG,SG,Secondary,F,2/5/1986,Married,1,PC,669556
1341,SG,SG,University,F,6/26/1970,Married,0,HDB4,550107
1342,SG,SG,University,M,2/23/1985,Single,0,HDB4,792439
1343,HK,PR,Below Secondary,F,7/22/1959,Married,0,HDB5,510561
1344,SG,SG,University,M,8/13/1959,Single,0,HDB4,760265
1345,SG,SG,University,F,6/13/1973,Single,0,HDB4,530577
1346,SG,SG,University,M,4/20/1968,Single,0,HDB3,730610
1347,SG,SG,Diploma,F,3/16/1964,Married,1,HDB5,90025
1348,SG,SG,University,M,5/4/1976,Single,0,HDB5,120716
1349,PH,PR,Below Secondary,F,12/28/1966,Single,0,HDB4,550232
1350,SG,SG,University,F,10/26/1974,Single,0,HDB5,670415
1351,MY,PR,Below Secondary,M,9/8/1988,Married,3,AP,536000
1352,SG,SG,University,F,6/7/1962,Single,0,HDB4,730751
1353,HK,PR,Below Secondary,F,2/16/1974,Single,0,HDB4,560577
1354,SG,SG,Below Secondary,F,11/11/1934,Married,0,PC,536491
1355,MY,PR,Below Secondary,M,5/25/1964,Single,0,HDB4,540236
1356,SG,SG,Below Secondary,M,8/9/1957,Married,3,PC,679050
1357,PH,PR,University,F,9/16/1973,Single,0,PC,575574
1358,MY,PR,Secondary,M,8/3/1969,Married,0,PC,466515
1359,SG,SG,Diploma,M,7/26/1974,Single,0,HDB4,310048
1360,SG,SG,Secondary,M,1/8/1969,Single,0,HDB5,680437
1361,MY,PR,Secondary,F,4/12/1986,Single,0,HDB3,600415
1362,SG,SG,Secondary,F,8/28/1985,Single,0,HDB5,760433
1363,SG,SG,University,M,5/9/1964,Married,1,HDB4,540110
1364,PH,PR,University,F,9/11/1984,Married,2,HDB4,610007
1365,SG,SG,Below Secondary,M,8/5/1974,Single,0,HDB4,560460
1366,SG,SG,Secondary,M,5/23/1974,Single,0,HDB4,310045
1367,SG,SG,Below Secondary,M,2/23/1962,Single,0,HDB4,530931
1368,AU,PR,Below Secondary,F,8/25/1973,Married,0,PC,554720
1369,ID,PR,Below Secondary,F,12/13/1969,Single,0,HDB4,460546
1370,SG,SG,Post Secondary,F,10/12/1984,Married,0,HDB5,610005
1371,SG,SG,Secondary,F,10/1/1975,Married,0,PC,466515
1372,SG,SG,University,M,10/3/1944,Divorced,0,HDB4,120458
1373,SG,SG,University,M,8/9/1959,Single,0,HDB4,140050
1374,SG,SG,Diploma,F,9/28/1944,Single,0,HDB5,730530
1375,SG,SG,Post Secondary,F,9/15/1974,Single,0,HDB4,550222
1376,HK,PR,Below Secondary,F,1/28/1979,Married,0,HDB4,653194
1377,MY,PR,Secondary,M,8/26/1973,Single,0,HDB5,730034
1378,MY,PR,University,M,6/9/1954,Divorced,0,HDB4,560572
1379,PH,PR,Below Secondary,M,5/16/1954,Divorced,0,HDB4,560466
1380,SG,SG,University,F,10/17/1947,Single,0,HDB4,736786
1381,ID,PR,University,F,12/2/1968,Single,0,HDB4,521897
1382,HK,PR,Diploma,M,6/18/1984,Single,0,HDB3,733682
1383,SG,SG,Diploma,F,5/22/1954,Married,1,HDB4,627540
1384,SG,SG,Below Secondary,F,1/5/1964,Single,0,HDB4,542261
1385,SG,SG,Diploma,F,4/7/1985,Single,0,HDB4,521899
1386,SG,SG,University,F,8/30/1973,Single,0,HDB4,550538
1387,US,PR,Secondary,F,8/27/1974,Single,0,HDB4,520347
1388,SG,SG,Secondary,M,6/26/1969,Single,0,HDB5,640738
1389,SG,SG,Secondary,M,2/21/1959,Single,0,SDH,778999
1390,PH,PR,University,F,4/23/1974,Single,0,HDB5,522515
1391,SG,SG,Secondary,F,1/16/1954,Divorced,1,HDB4,530919
1392,SG,SG,Secondary,M,8/14/1974,Single,0,HDB4,680218
1393,SG,SG,Diploma,F,10/4/1984,Married,4,HDB3,681687
1394,SG,SG,University,M,4/21/1983,Single,0,HDB4,730618
1395,PH,PR,Post Secondary,F,3/5/1969,Single,0,HDB5,310069
1396,HK,PR,University,M,9/27/1974,Single,0,HDB4,520348
1397,SG,SG,Below Secondary,F,11/17/1977,Single,0,HDB5,310248
1398,PH,PR,Post Secondary,M,2/28/1975,Single,0,HDB4,207227
1399,MY,PR,Post Secondary,M,11/27/1944,Married,2,HDB4,530610
1400,SG,SG,Below Secondary,F,11/21/1974,Single,0,HDB4,560437
1401,AU,PR,University,M,10/25/1988,Married,2,HDB4,465010
1402,PH,PR,Diploma,F,10/9/1974,Single,0,HDB4,670540
1403,PH,PR,University,M,11/9/1984,Single,0,HDB4,550246
1404,CN,PR,Diploma,F,2/8/1946,Single,0,HDB4,733686
1405,SG,SG,Below Secondary,M,6/5/1959,Married,4,HDB4,590002
1406,IN,PR,Secondary,M,11/27/1981,Single,0,TH,787223
1407,SG,SG,Secondary,F,8/4/1969,Single,0,HDB4,752353
1408,SG,SG,University,F,1/30/1949,Single,0,EC,689099
1409,SG,SG,Post Secondary,F,8/1/1986,Single,0,HDB4,640725
1410,AU,PR,Below Secondary,F,6/14/1959,Married,2,HDB3,660024
1411,SG,SG,University,M,9/22/1985,Married,1,HDB4,602285
1412,MY,PR,Post Secondary,F,1/25/1968,Single,0,HDB5,543185
1413,SG,SG,Post Secondary,F,4/11/1985,Single,0,HDB4,642671
1414,SG,SG,Secondary,F,1/26/1974,Single,0,HDB4,680417
1415,ID,PR,University,F,1/21/1954,Divorced,0,HDB5,761633
1416,SG,SG,University,M,7/12/1967,Married,0,HDB4,431012
1417,SG,SG,University,M,1/17/1985,Single,0,HDB5,760234
1418,SG,SG,Below Secondary,F,5/28/1936,Married,2,PC,669559
1419,SG,PR,Diploma,F,9/20/1949,Divorced,0,TH,81100
1420,SG,SG,University,F,7/22/1959,Single,0,HDB4,521487
1421,SG,SG,University,M,5/21/1984,Single,0,HDB4,520825
1422,SG,SG,Below Secondary,M,12/8/1954,Single,0,PC,329608
1423,ID,PR,University,F,5/15/1944,Single,0,HDB5,670470
1424,HK,PR,Post Secondary,M,10/9/1991,Single,0,HDB4,730797
1425,CN,PR,Diploma,M,3/6/1949,Widowed,0,HDB5,650236
1426,CN,PR,University,F,3/12/1959,Single,0,HDB4,330044
1427,MY,PR,Diploma,M,11/25/1984,Single,0,HDB5,570407
1428,ID,PR,Below Secondary,M,2/15/1984,Single,0,HDB4,680701
1429,SG,SG,Diploma,F,10/15/1974,Single,0,PC,521128
1430,IN,PR,Below Secondary,F,3/15/1973,Single,0,HDB4,470629
1431,SG,SG,Secondary,F,3/14/1974,Single,0,HDB4,650340
1432,HK,PR,Secondary,F,9/24/1975,Single,0,HDB4,400417
1433,SG,SG,Diploma,F,10/24/1986,Married,0,PC,556127
1434,SG,SG,Below Secondary,F,7/17/1959,Single,0,HDB5,670173
1435,SG,SG,Below Secondary,M,9/28/1964,Single,0,HDB5,542308
1436,MY,PR,Post Secondary,F,6/26/1934,Married,2,HDB3,600004
1437,MY,PR,Diploma,F,2/21/1950,Single,0,PC,669583
1438,SG,SG,Secondary,F,7/4/1967,Single,0,HDB4,400311
1439,SG,SG,Below Secondary,M,11/3/1985,Single,0,HDB4,523856
1440,PH,PR,University,F,6/17/1954,Divorced,0,HDB3,570173
1441,CN,PR,University,M,9/16/1965,Married,0,HDB4,653288
1442,SG,SG,University,F,3/14/1948,Single,0,HDB4,600330
1443,IN,PR,Secondary,F,7/24/1986,Single,0,HDB3,730409
1444,SG,SG,University,F,1/23/1986,Single,0,HDB4,680564
1445,ID,PR,University,M,12/28/1959,Married,1,PC,669590
1446,SG,SG,Below Secondary,F,4/14/1949,Widowed,0,HDB4,550327
1447,SG,SG,Diploma,F,6/4/1989,Married,0,HDB4,508470
1448,SG,SG,Below Secondary,F,12/13/1969,Single,0,HDB4,570163
1449,AU,PR,Below Secondary,F,10/12/1959,Single,0,HDB4,824176
1450,SG,SG,University,F,6/4/1949,Widowed,0,HDB4,821635
1451,SG,SG,University,F,7/10/1970,Single,0,HDB4,540101
1452,SG,SG,University,F,2/27/1984,Single,0,HDB5,550413
1453,SG,SG,Below Secondary,M,5/24/1974,Single,0,HDB4,560573
1454,HK,PR,University,F,6/15/1949,Widowed,0,HDB5,560450
1455,MY,PR,University,F,11/22/1983,Single,0,HDB3,560107
1456,ID,PR,Secondary,M,2/11/1977,Single,0,HDB4,760423
1457,SG,SG,Below Secondary,M,12/24/1954,Single,0,EC,567749
1458,ID,PR,Below Secondary,F,7/21/1940,Widowed,0,HDB4,650210
1459,ID,PR,Post Secondary,M,5/24/1986,Single,0,HDB4,360081
1460,SG,SG,University,F,5/25/1967,Single,0,HDB4,550534
1461,MY,PR,University,M,2/9/1979,Single,0,SDH,465978
1462,MY,PR,University,F,8/25/1974,Single,0,HDB4,760644
1463,ID,PR,Below Secondary,F,1/25/1959,Single,0,HDB4,650369
1464,SG,SG,Secondary,F,7/27/1949,Divorced,0,HDB4,530407
1465,SG,SG,University,M,6/23/1954,Married,1,HDB3,660028
1466,SG,SG,Diploma,F,2/28/1988,Single,0,HDB4,760816
1467,MY,PR,University,F,8/27/1978,Married,0,PC,430001
1468,SG,SG,Post Secondary,F,8/24/1940,Widowed,0,HDB4,750330
1469,SG,SG,Below Secondary,F,10/18/1956,Single,0,HDB5,730891
1470,SG,SG,University,F,2/11/1980,Single,0,HDB4,520215
1471,MY,PR,University,F,11/12/1974,Single,0,HDB4,650203
1472,SG,SG,Below Secondary,M,1/26/1978,Single,0,HDB4,550321
1473,CN,PR,University,F,11/21/1945,Single,0,HDB5,510778
1474,SG,SG,Diploma,F,12/18/1974,Single,0,HDB4,560440
1475,HK,PR,Post Secondary,M,12/6/1969,Single,0,HDB5,730704
1476,MY,PR,Secondary,M,4/11/1987,Single,0,HDB4,560337
1477,SG,SG,Below Secondary,M,2/23/1970,Married,3,SDH,787438
1478,SG,SG,Below Secondary,F,7/13/1968,Single,0,HDB5,680565
1479,SG,SG,Below Secondary,F,7/25/1949,Divorced,0,HDB5,160038
1480,CN,PR,University,M,11/1/1990,Single,0,HDB4,520311
1481,MY,PR,Below Secondary,F,6/4/1973,Single,0,HDB5,570305
1482,SG,SG,University,M,7/23/1984,Single,0,HDB5,380062
1483,AU,PR,Below Secondary,F,5/14/1960,Married,0,HDB4,670520
